speaker,text,split
Ross Geller,Right.,train
Ross Geller,Fine. I just need to know that you're not gonna tell your sister.,train
Ross Geller,Jasmine?,train
Ross Geller,"We met at Phoebe's birthday party, I'm, I'm Ross Geller.",train
Ross Geller,"Yes, I did.",train
Ross Geller,Very bad.,train
Ross Geller,"I'm agreeing with you. Did you, listen, did you happen to tell Phoebe yet?",train
Ross Geller,"Okay, Jasmine, please, please don't. I love my girlfriend very much, and I want more than anything to just work it out with her. Okay?",train
Ross Geller,"Thank you, thank you.",train
Ross Geller,Who's your roommate?,train
Ross Geller,"Gunther! Gunther. Gunther, please tell me you didn't say anything to Rachel about me and the girl from the Xerox place.",train
Monica Geller,Ow!,train
Phoebe Buffay,Oh!!,train
Monica Geller,Ow!! Ow!!,train
Phoebe Buffay,Ow!!!,train
Phoebe Buffay,We're all right.,train
Monica Geller,"It's okay, it's okay.",train
Phoebe Buffay,We're all right.,train
Monica Geller,We were just waxing our legs.,train
Chandler Bing,Off?!!,train
Phoebe Buffay,"For your information, this happens to be a pain like no man will ever experience.",train
Chandler Bing,"Yeah, well I don't think you can make that statement, unless you've been kicked in an area that God only meant to be treated nicely.",train
Joey Tribbiani,"Yeah, I-I think that women just have a lower threshold of pain than men, that's all. I mean, come on, it's just a little wax.",train
Phoebe Buffay,"Oh yeah, come here.",train
Chandler Bing,"Oh, that's mature.",train
Joey Tribbiani,"Okay, fine, so now what, I just pull it off?",train
Phoebe Buffay,Uh-huh.,train
Monica Geller,That's right.,train
Ross Geller,"Come on, Rachel, come on! Talk to me! Please!!",train
Rachel Green,I can't talk to you. I can't even look at you right now!,train
Monica Geller,What?,train
Chandler Bing,"Nothing, nothing.",train
Monica Geller,Rachel said everything was okay.,train
Phoebe Buffay,"What, what are they talking about?",train
Ross Geller,Rachel?,train
Rachel Green,Just get away from me!,train
Ross Geller,"No, it was a mistake! I made a mistake! Okay?",train
Rachel Green,A mistake?! What were you trying to put it in? Her purse?!,train
Phoebe Buffay,Whe-where did he put it?!,train
Rachel Green,"Ross, you had sex with another woman!",train
Monica Geller,Oh my God.,train
Phoebe Buffay,"Oh, I knew something had to be wrong, because my fingernails did not grow at all yesterday.",train
Chandler Bing,"Yeah, well, I guess they had a fight, and he got drunk....",train
Monica Geller,Oh!! You guys knew about this and you didn't tell us?!,train
Chandler Bing,"He has sex, and we get hit in our heads.",train
Rachel Green,"Y'know what, I want you to leave! Get outta here!",train
Ross Geller,No!!,train
Rachel Green,Just get out! Now!!,train
Ross Geller,No!! No!! I wanna stay. I wanna talk about this.,train
Rachel Green,Okay! All right! How was she?,train
Chandler Bing,Uh-oh.,train
Ross Geller,What?,train
Rachel Green,Was she good?,train
Joey Tribbiani,Don't answer that.,train
Rachel Green,"Come on Ross! You said you wanted to talk about it, let's talk about it!! How was she?",train
Ross Geller,She was...,train
Joey Tribbiani,Awful! Horrible!,train
Chandler Bing,She was not good. Not good.,train
Joey Tribbiani,She was nothing compared to you.,train
Ross Geller,"She, she was different.",train
Joey Tribbiani,Ewwwww!,train
Chandler Bing,Uh-oh.,train
Rachel Green,Good different?,train
Ross Geller,Nobody likes change.,train
Ross Geller,"What? Okay, okay, okay, okay.",train
Phoebe Buffay,Should we do something?,train
Chandler Bing,"Yeah, never cheat on Rachel.",train
Ross Geller,"I'm sorry, okay, I'm sorry. I wa-I was disgusted with myself, and this morning I was so, I was so upset and then I got your message and I was so happy, and all I wanted was to get her out of my apartment as fast as possible.",train
Rachel Green,"Whoa!! Whoa, whoa, wait a minute. What time did your little friend leave? Oh my God. She was there? She was still there? She was in there, when I was in there?!",train
Ross Geller,"Listen. Oh hey, hey, the important thing was that she meant, she meant nothing to me!",train
Rachel Green,And yet she was worth jeopardising our relationship!!,train
Ross Geller,"Look, I didn't think there was a relationship to jeopardise. I thought we were broken up.",train
Rachel Green,We were on a break!,train
Ross Geller,"That, for all I knew would, could last forever. That to me is a break-up.",train
Rachel Green,You think you're gonna get out of this on a technicality?,train
Ross Geller,"Look, I'm not trying to get out of anything, okay. I thought our relationship was dead!",train
Rachel Green,"Well, you sure had a hell of a time at the wake!",train
Joey Tribbiani,"Y'know what, I don't think we should listen to this anymore.",train
Monica Geller,"What, what are you doing? You can't go out there.",train
Joey Tribbiani,Why not?! I'm hungry.,train
Monica Geller,Because they'll know we've been listening.,train
Rachel Green,God! And to have to hear about it from Gunther!!,train
Ross Geller,"Come on! Like I wanted him to tell you, I ran all over the place trying to make sure that didn't happen!",train
Rachel Green,"Oh, that is so sweet. I think I'm falling in love with you all over again.",train
Chandler Bing,"Y'know what, I think we can go out there. I mean they have more important things to worry about.",train
Joey Tribbiani,"Yeah, we'll be fine.",train
Ross Geller,"Look Rachel, I wanted to tell you, I thought I should, I-I did, and then Chandler and Joey convinced me not to.",train
Chandler Bing,"Wax the door shut, we're never leaving, ever.",train
Phoebe Buffay,"Hi, it's Phoebe. Listen someone's gonna have to take my 9:00 with Mr. Rehack, 'cause it's like 9:15 now, and I'm not there.",train
Ross Geller,Don't you realise none of this would've ever happened if I didn't think at that same moment you weren't having sex with Mark?,train
Rachel Green,All right. Let's say I had slept with Mark. Would you have been able to forgive me?,train
Ross Geller,Yes I would.,train
Rachel Green,"You'd be okay if you knew that Mark had kissed me, and been naked with me, and made love to me?",train
Ross Geller,Yes.,train
Rachel Green,"You knew that our hot, sweaty, writhing bodies were....",train
Ross Geller,"La-la-la-la-la-la-la-la-la-la! Okay, okay, yeah, I would have been devastated but, I would still want to be with you. Because it's, I mean it's you.",train
Ross Geller,"What? Come on Rach, tell me what you're thinking?",train
Rachel Green,"I'm thinking, I'm gonna order a pizza.",train
Ross Geller,"Order a pizza like, 'I forgive you?'",train
Joey Tribbiani,"Oh man, pizza? I like pizza. Put olives on the pizza.",train
Phoebe Buffay,We could eat the wax! It's organic.,train
Chandler Bing,"Oh great, food with hair on it.",train
Phoebe Buffay,"No, not the used wax.",train
Chandler Bing,Because that would be crazy?,train
Ross Geller,"Hey, can I, can I get in on that? Because I'm kinda hungry myself.",train
Rachel Green,"Fine. Hi! Yes, I'd like to order a large pizza.",train
Ross Geller,No anchovies.,train
Rachel Green,"With ah, extra anchovies.",train
Ross Geller,"That's okay, I'll just pick 'em off.",train
Rachel Green,"Yeah, and could you please chop some up and just put it right there in the sauce?",train
Ross Geller,"You can have the last piece, if you want.",train
Rachel Green,"Well, I should think so. You slept with someone.",train
Phoebe Buffay,"They're gonna get through this, aren't they?",train
Chandler Bing,"Yeah, come on, it's Ross and Rachel, they've got too.",train
Monica Geller,What if they don't?,train
Joey Tribbiani,You think I need a new walk?,train
Chandler Bing,What?,train
Joey Tribbiani,"Well y'know, I've been walking the same way since high school. Y'know, y'know how some guys they walk into a room and everybody takes notice. I think I need a 'take notice' walk.",train
Chandler Bing,Are you actually saying these words?,train
Ross Geller,"What, now you're not even taking to me? Look Rachel, I-I'm sorry, okay, I'm sorry, I was out of my mind. I thought I'd lost you, I didn't know what to do. Come on! Come on, how insane must I have been to do something like this? Huh? I-I don't cheat right, I, that's not me, I'm not Joey!",train
Joey Tribbiani,"Whoa-ho-ho! Yeah, okay.",train
Monica Geller,Hey. It's three in the morning. They don't know that I've come home yet. You notice how neither one of them are wondering where I am.,train
Phoebe Buffay,"Yeah, y'know, people can be so self-involved.",train
Ross Geller,"Y'know what, y'know what, I'm-I'm not the one that wanted that, that break, okay. You're the one that bailed on us. You're the one that, that ran when things got just a little rough!",train
Rachel Green,That's....,train
Ross Geller,That's what?!,train
Rachel Green,That is neither here nor there.,train
Ross Geller,"Okay, well here we are. Now we're in a tough spot again, Rach. What do you want to do? How do you want to handle it? Huh? Do you wanna fight for us? Or, do you wanna bail? Look, I, I did a terrible, stupid, stupid thing. Okay? And I'm sorry, I wish I could take it back, but I can't. I just can't see us throwing away something we know is so damn good. Rachel, I love you so much.",train
Rachel Green,"No Ross!! Don't! You can't just kiss me and think you're gonna make it all go away, okay? It doesn't work that way. It doesn't just make it better. Okay?",train
Ross Geller,"Okay, okay, okay.",train
Rachel Green,I think you should go.,train
Ross Geller,What?,train
Rachel Green,I really think you need to go now.,train
Ross Geller,"Okay, okay. This morning you said there was nothing so big that we couldn't work past it together...",train
Rachel Green,"Yeah, what the hell did I know!",train
Ross Geller,"Look, look, there's got to be a way we can work past this. Okay, I can't imagine, I can't imagine my life without you. Without, without these arms, and your face, and this heart. Your good heart Rach, and, and....",train
Rachel Green,"No. I can't, you're a totally different person to me now. I used to think of you as somebody that would never, ever hurt me, ever. God, and now I just can't stop picturing with her, I can't, it doesn't matter what you say, or what you do, Ross. It's just changed, everything. Forever.",train
Ross Geller,"Yeah, but this can't be it, I mean.",train
Rachel Green,Then how come it is?,train
Phoebe Buffay,They've been quiet for a long time.,train
Joey Tribbiani,Maybe she killed him?,train
Chandler Bing,Let's go.,train
Chandler Bing,Is that your new walk?,train
Joey Tribbiani,"No, I really have to pee.",train
Joey Tribbiani,Can I see the comics?,train
Chandler Bing,This is the New York Times.,train
Joey Tribbiani,"Okay, may I see the comics?",train
Monica Geller,Guys. I thought you were taking Ross to the game?,train
Chandler Bing,We are. He's meeting us here.,train
Monica Geller,No! Rachel is meeting us here.,train
Phoebe Buffay,"Oh come on, they can be in the same room.",train
Joey Tribbiani,"Yeah, you shoulda been there last night.",train
Phoebe Buffay,Why? What happened now?,train
Joey Tribbiani,"Well Ross was hangin' out over at our place, Rachel comes over to borrow some moisturiser from Chandler....",train
Chandler Bing,"Yeah y-you, how hard is it to say something? Rachel came over to borrow something.",train
Joey Tribbiani,Anyway! Her and Ross just started yelling at each other.,train
Phoebe Buffay,Wait. Why was he yelling at her? He's the one who slept with someone else.,train
Joey Tribbiani,"Well, I guess he says that because they were on a break when it happened, that she should of forgiven him by now.",train
Phoebe Buffay,"Whoa!! He is soo unreasonable! God, although I think I understand what he means. Oh my God, this is like 60 Minutes, okay, when, when, at first you're really mad at that pharmaceutical company for making the drug and then y'know you just feel bad for the people because they needed to make their hair grow.",train
Chandler Bing,"Y'know what this is like? This is like when my parents got divorced. Man, I hope Ross doesn't try to kidnap me after Cub Scouts.",train
